word,root word,count in book,meaning,first_ref,refs,rarity word,rarity,rarity count
lamplights,lamplight,2,Light from a lamp. This world's artificial lamplights. Owen Meredith.,6907,"[(6907, 'Lamplights fluttered in the breeze, passing the golden gleam from eye to eye, as shadows chased one another across the reed-mat walls of the huts.'), (20835, 'I smiled into the golden eyes filled with tiny, swaying lamplights, and secrets, and sacred pleasures summoned by the singing.')]",lamplight,17.010748602268247,3
penury,,2,"1. Absence of resources; want; privation; indigence; extreme poverty; destitution. ""A penury of military forces."" Bacon. They were exposed to hardship and penury. Sprat. It arises in neither from penury of thought. Landor. 2. Penuriousness; miserliness. [Obs.] Jer. Taylor.

""privation"": 1. The act of depriving, or taking away; hence, the depriving of rank or office; degradation in rank; deprivation. Bacon. 2. The state of being deprived or destitute of something, especially of something required or desired; destitution; need; as, to undergo severe privations. 3. The condition of being absent; absence; negation. Evil will be known by consequence, as being only a privation, or absence, of good. South. Privation mere of light and absent day. Milton.

""destitution"": The state of being deprived of anything; the state or condition of being destitute, needy, or without resources; deficiency; lack; extreme poverty; utter want; as, the inundation caused general destitution.

""sprat"": (a) A small European herring (Clupea sprattus) closely allied to the common herring and the pilchard; -- called also garvie. The name is also applied to small herring of different kinds. (b) A California surf-fish (Rhacochilus toxotes); -- called also alfione, and perch. Sprat borer (Zoöl.), the red-throated diver; -- so called from its fondness for sprats. See Diver. -- Sprat loon. (Zoöl.) (a) The young of the great northern diver. [Prov. Eng.] (b) The red-throated diver. See Diver. -- Sprat mew (Zoöl.), the kittiwake gull.

""indigence"": The condition of being indigent; want of estate, or means of comfortable subsistence; penury; poverty; as, helpless, indigence. Cowper. Syn. -- Poverty; penury; destitution; want; need; privation; lack. See Poverty.",2296,"[(2296, 'The buildings were cracked and smeared, the constricted passage-ways were crowded with goats, chickens, dogs, and people, and each thin face showed the shade and hollows of penury, but the streets and the people were stainlessly, scrupulously clean.'), (18092, 'The remnants of his family cast him out, no less for his penury than for the many scandals that had pursued his profligate progress through the Middle East and Asia.')]",,16.98574730006283,80
fibreglass,,2,,27307,"[(27307, 'The elderly sculptor raised his grizzled brows when we entered his hut, but affected to ignore us and continued with the work of sanding and polishing a newly moulded section of a fibreglass religious frieze almost two metres in length.'), (27309, 'Wood and fibreglass shavings covered the table and lay in chips and whorls, along with rinds of papier-måché, at his bare feet.')]",,16.98574730006283,80
convulsion,,2,"1. (Med.)  An unnatural, violent, and unvoluntary contraction of the muscular parts of an animal body. 2. Any violent and irregular motion or agitation; a violent shaking; a tumult; a commotion. Those two massy pillars, With horrible convulsion, to and fro He tugged, he shook, till down they came. Milton. Times of violence and convulsion. Ames. Syn. -- Agitation; commotion; tumult; disturbance.

""unvoluntary"": Involuntary. [Obs.] Fuller.

""massy"": Compacted into, or consisting of, a mass; having bulk and weight ot substance; ponderous; bulky and heavy; weight; heavy; as, a massy shield; a massy rock. Your swords are now too massy for your strengths, And will not be uplifted. Shak. Yawning rocks in massy fragments fly. Pope.

""tumult"": 1. The commotion or agitation of a multitude, usually accompanied with great noise, uproar, and confusion of voices; hurly-burly; noisy confusion. What meaneth the noise of this tumult 1 Sam. iv. 14. Till in loud tumult all the Greeks arose. Pope. 2. Violent commotion or agitation, with confusion of sounds; as, the tumult of the elements. Addison. 3. Irregular or confused motion; agitation; high excitement; as, the tumult of the spirits or passions. Syn. -- Uproar; ferment; disturbance; turbulence; disorder; confusion; noise; bluster; hubbub; bustle; stir; brawl; riot.

To make a tumult; to be in great commotion. [Obs.] Importuning and tumulting even to the fear of a revolt. Milton.",2266,"[(2266, 'And with the seed of that resolve, born in that convulsion and portent, Prabaker’s dark circuit of the city began.'), (11384, 'She clutched at her belly and curled up in a ball, only to fling her arms and legs outward in a back-arching convulsion.')]",,16.96135584693867,82
clambering,clamber,2,"To climb with difficulty, or with hands and feet; -- also used figuratively. The narrow street that clambered toward the mill. Tennyson.

The act of clambering. T. Moore.

To ascend by climbing with difficulty. Clambering the walls to eye him. Shak.",10467,"[(10467, 'The boy did so at once, clambering up piggyback style, and wrapping his thin arms around my neck tightly.'), (11329, 'Lin!’ my neighbour Jeetendra called out in a frightened shriek, and we turned to see him clambering over the rocks toward us.')]",clamber,16.92584915848176,76
cruellest,,2,,12592,"[(12592, 'I was walking into the worst of the city, one of her cruellest and most iniquitous defiles, but some instinct flooded my mind with a loveliness I’d found in her—that path, across the sea, to the white minarets of the saint’s tomb.'), (13228, 'I was dying of hunger, and I was learning that it’s one of the cruellest ways to kill a man.')]",,16.92584915848176,85
pallid,,2,"Deficient in color; pale; wan; as, a pallid countenance; pallid blue. Spenser.",1504,"[(1504, 'When he wasn’t smiling his face looked flabby, slack, and pallid grey.'), (18244, 'His skin was pallid, matt, and in some places marbled-grey.')]",,16.914288336080684,86
recalcitrant,,2,"Kicking back; recalcitrating; hence, showing repugnance or opposition; refractory.

""refractory"": 1. Obstinate in disobedience; contumacious; stubborn; unmanageable; as, a refractory child; a refractory beast. Raging appetites that are Most disobedient and refractory. Shak. 2. Resisting ordinary treatment; difficult of fusion, reduction, or the like; -- said especially of metals and the like, which do not readily yield to heat, or to the hammer; as, a refractory ore. Syn. -- Perverse; contumacious; unruly; stubborn; obstinate; unyielding; ungovernable; unmanageable.

1. A refractory person. Bp. Hall. 2. Refractoriness. [Obs.] Jer. TAylor. 3. OPottery) A piece of ware covered with a vaporable flux and placed in a kiln, to communicate a glaze to the other articles. Knight.

""repugnance"": The state or condition of being repugnant; opposition; contrariety; especially, a strong instinctive antagonism; aversion; reluctance; unwillingness, as of mind, passions, principles, qualities, and the like. That which causes us to lose most of our time is the repugnance which we naturally have to labor. Dryden. Let the foes quietly cut their throats, Without repugnancy. Shak. Syn. -- Aversion; reluctance; unwillingness; dislike; antipathy; hatred; hostility; irreconcilableness; contrariety; inconsistency. See Dislike.",13898,"[(13898, 'Using the temple complex as a base, the militants had launched punitive attacks against Hindus, and those they described as recalcitrant Sikhs, for many weeks.'), (26087, 'Indeed, Salman’s mafia clan found itself in the unique position of bribing the police—the same cops who’d just been paid off by pimps and pushers—to look away whenever they had to run a recalcitrant heroin dealer into a brick wall, or take a mash hammer to a pornographer’s hands.')]",,16.914288336080684,86
pillion,,2,"A panel or cushion saddle; the under pad or cushion of saddle; esp., a pad or cushion put on behind a man's saddle, on which a woman may ride. His [a soldier's] shank pillion without stirrups. Spenser.",6127,"[(6127, 'Abdullah kicked the engine over, and I climbed up onto the pillion seat behind him.'), (24393, 'DIDIER LEVY was the worst pillion passenger I’ve ever known.')]",,16.891560085003128,88
akela,,2,,24138,"[(24138, '‘Hum akela hain,’ I replied, returning his smile.'), (24141, '‘Akela …’ he repeated.')]",,16.891560085003128,88
barfi,,2,,8776,"[(8776, 'He left the room, returned momentarily to place two bowls of ladoo and barfi sweets on the table, and then left us once more.'), (8994, 'He snatched a chunk of sweet barfi from the plate on the table, bit a piece of it, and munched happily.')]",,16.869336948218418,90
staccato,,2,"1. (Mus.)  Disconnected; separated; distinct; -- a direction to perform the notes of a passage in a short, distinct, and pointed manner. It is opposed to legato, and often indicated by heavy accents written over or under the notes, or by dots when the performance is to be less distinct and emphatic. 2. Expressed in a brief, pointed manner. Staccato and peremptory [literary criticism]. G. Eliot.

""emphatic"": 1. Uttered with emphasis; made prominent and impressive by a peculiar stress of voice; laying stress; deserving of stress or emphasis; forcible; impressive; strong; as, to remonstrate in am emphatic manner; an emphatic word; an emphatic tone; emphatic reasoning. 2. Striking the sense; attracting special attention; impressive; forcible. ""Emphatical colors."" Boyle. ""Emphatical evils."" Bp. Reynolds. Syn. -- Forcible; earnest; impressive; energetic; striking; positive; important; special; significant.

""legato"": Connected; tied; -- a term used when successive tones are to be produced in a closely connected, smoothly gliding manner. It is often indicated by a tie, thus staccato.

""peremptory"": 1. Precluding debate or expostulation; not admitting of question or appeal; positive; absolute; decisive; conclusive; final. Think of heaven with hearty purposes and peremptory designs to get thither. Jer. Taylor. 2. Positive in opinion or judgment; decided; dictatorial; dogmatical. Be not too positive and peremptory. Bacon. Briefly, then, for we are peremptory. Shak. 3. Firmly determined; unawed. [Poetic] Shak. Peremptory challenge (Law) See under Challenge. -- Peremptory mandamus, a final and absolute mandamus. -- Peremptory plea, a plea by a defendant tending to impeach the plaintiff's right of action; a plea in bar. Syn. -- Decisive; positive; absolute; authoritative; express; arbitrary; dogmatical.",17789,"[(17789, 'The signal changed and I kicked the bike into gear, twisting the throttle to send us into the intersection on the staccato throbbing of the engine’s growl.'), (21314, 'As the sound rose in its pitch and intensity, the two horses reared in the same instinct, and stamped their hooves in staccato fear.')]",,16.858407877686226,91
febrile,,2,"Pertaining to fever; indicating fever, or derived from it; as, febrile symptoms; febrile action. Dunglison.",19075,"[(19075, 'Encouraged by that febrile curiosity, Cliff De Souza spun out yarns about the Bollywood stars, and Chandra Mehta added titillating ruffles of gossip throughout.'), (21402, '‘I’m worried,’ Khaled confessed, looking into my eyes with a febrile mix of heartbreak and fear.')]",,16.847596961582013,92
comprehensible,,2,"1. Capable of being comprehended, included, or comprised. Lest this part of knowledge should seem to any not comprehensible by axiom, we will set down some heads of it. Bacon. 2. Capable of being understood; intelligible; conceivable by the mind. The horizon sets the bounds . . . between what is and what is not comprehensible by us. Locke.

""axiom"": 1. (Logic & Math.)  A self-evident and necessary truth, or a proposition whose truth is so evident as first sight that no reasoning or demonstration can make it plainer; a proposition which it is necessary to take for granted; as, ""The whole is greater than a part;"" ""A thing can not, at the same time, be and not be."" 2. An established principle in some art or science, which, though not a necessary truth, is universally received; as, the axioms of political economy. Syn. -- Axiom, Maxim, Aphorism, Adage. An axiom is a self-evident truth which is taken for granted as the basis of reasoning. A maxim is a guiding principle sanctioned by experience, and relating especially to the practical concerns of life. An aphorism is a short sentence pithily expressing some valuable and general truth or sentiment. An adage is a saying of long-established authority and of universal application.

""intelligible"": Capable of being understood or comprehended; as, an intelligible account or description; intelligible pronunciation, writing, etc. The intelligible forms of ancient poets. Coleridge. Syn. -- Comprehensible; perspicuous; plain; clear.",133,"[(133, 'What had seemed unimaginably strange and remote from my experience suddenly became possible, and comprehensible, and, finally, fascinating.'), (3266, 'When I understood that, a great many of the characteristically perplexing aspects of public life became comprehensible: from the acceptance of sprawling slums by city authorities, to the freedom that cows had to roam at random in the midst of traffic; from the toleration of beggars on the streets, to the concatenate complexity of the bureaucracies; and from the gorgeous, unashamed escapism of Bollywood movies, to the accommodation of hundreds of thousands of refugees from Tibet, Iran, Afghanistan, Africa, and Bangladesh, in a country that was already too crowded with sorrows and needs of its own.')]",,16.826319563134728,94
tabletop,,2,,1573,"[(1573, 'He paused, drumming the fingers of his right hand on the cold marble tabletop.'), (25323, 'Where the footpath was clogged with shoppers halting at the tabletop street stalls, we walked on the road with a slow, unceasing stream of traffic behind and beside us.')]",,16.826319563134728,94
uppermost,,2,"Highest in place, position, rank, power, or the like; upmost; supreme. Whatever faction happens to be uppermost. Swift.

""upmost"": Highest; topmost; uppermost. Spenser. Dryden.",7565,"[(7565, 'The uppermost floors hadn’t been concreted, but the framework of upright, transom, and truss girders was already in place and even there, thirty-five storeys into the sky, women worked beside the men.'), (15786, 'On the opposite long wall of the room, four tall windows looked upon the uppermost branches and cool, shading leaves of plane trees lining the street below.')]",,16.795228976064696,97
malevolence,,2,"The quality or state of being malevolent; evil disposition toward another; inclination to injure others; ill will. See Synonym of Malice.

""synonym"": One of two or more words (commonly words of the same language) which are equivalents of each other; one of two or more words which have very nearly the same signification, and therefore may often be used interchangeably. See under Synonymous. [Written also synonyme.] All languages tend to clear themselves of synonyms as intellectual culture advances, the superfluous words being taken up and appropriated by new shades and combinations of thought evolved in the progress of society. De Quincey. His name has thus become, throughout all civilized countries, a synonym for probity and philanthropy. Macaulay. In popular literary acceptation, and as employed in special dictionaries of such words, synonyms are words sufficiently alike in general signification to be liable to be confounded, but yet so different in special definition as to require to be distinguished. G. P. Marsh.",10161,"[(10161, 'Lisa stirred her head from the pillows suddenly, her movements groggy, and glared at me with what seemed to be real malevolence.'), (11984, 'His face was a gargoyle mask of malevolence and hatred.')]",,16.795228976064696,97
ponderous,,2,"1. Very heavy; weighty; as, a ponderous shield; a ponderous load; the ponderous elephant. The sepulcher . . . Hath oped his ponderous and marble jaws. Shak. 2. Important; momentous; forcible. ""Your more ponderous and settled project."" Shak. 3. Heavy; dull; wanting; lightless or spirit; as, a ponderous style; a ponderous joke. Ponderous spar (Min.), heavy spar, or barytes. See Barite.

""barytes"": Barium sulphate, generally called heavy spar or barite. See Barite.

""barite"": Native sulphate of barium, a mineral occurring in transparent, colorless, white to yellow crystals (generally tabular), also in granular form, and in compact massive forms resembling marble. It has a high specific gravity, and hence is often called heavy spar. It is a common mineral in metallic veins.

""sepulcher"": The place in which the dead body of a human being is interred, or a place set apart for that purpose; a grave; a tomb. The stony entrance of this sepulcher. Shak. The first day of the week cometh Mary Magdalene early, when it was yet dark, unto the sepulcher. John xx. 1. A whited sepulcher. Fig.: Any person who is fair outwardly but unclean or vile within. See Matt. xxiii.27.

To bury; to inter; to entomb; as, obscurely sepulchered. And so sepulchered in such pomp dost lie That kings for such a tomb would wish to die. Milton.

""forcible"": 1. Possessing force; characterized by force, efficiency, or energy; powerful; efficacious; impressive; influential. How forcible are right words! Job. vi. 2 Sweet smells are most forcible in dry substances, when broken. Bacon. But I have reasons strong and forcible. Shak. That punishment which hath been sometimes forcible to bridle sin. Hooker. He is at once elegant and sublime, forcible and ornamented. Lowth (Transl. ) 2. Violent; impetuous. Like mingled streams, more forcible when joined. Prior. 3. Using force against opposition or resistance; obtained by compulsion; effected by force; as, forcible entry or abduction. In embraces of King James . . . forcible and unjust. Swift. Forcible entry and detainer (Law), the entering upon and taking and withholding of land and tenements by actual force and violence, and with a strong hand, to the hindrance of the person having the right to enter. Syn. -- Violent; powerful; strong; energetic; mighty; potent; weighty; impressive; cogent; influential.

""lightless"": Destitute of light; dark. Shak.

""weighty"": 1. Having weight; heavy; ponderous; as, a weighty body. 2. Adapted to turn the balance in the mind, or to convince; important; forcible; serious; momentous. ""For sundry weighty reasons."" Shak. Let me have your advice in a weighty affair. Swift. 3. Rigorous; severe; afflictive. [R.] ""Attend our weightier judgment."" Shak. Syn. -- Heavy; ponderous; burdensome; onerous; forcible; momentous; efficacious; impressive; cogent. WEIL'S DISEASE Weil's disease. (Med.)  An acute infectious febrile disease, resembling typhoid fever, with muscular pains, disturbance of the digestive organs, jaundice, etc.",3582,"[(3582, 'Responding to the violent blow, the ox gave a lurch forward, and then set off with ponderous, thudding slowness.'), (6416, 'When Abdullah finished speaking, there was a dense and ponderous silence.')]",,16.785076604600675,98
ponderously,,2,In a ponderous manner.,6962,"[(6962, 'The bear turned, ponderously slow, but then lashed out swiftly and swept a massive paw at the dogs.'), (19157, 'We hurtled through the ponderously slow traffic, riding on luck and instinct just as Abdullah might’ve done.')]",,16.785076604600675,7
indefatigable,,2,"Incapable of being fatigued; not readily exhausted; unremitting in labor or effort; untiring; unwearying; not yielding to fatigue; as, indefatigable exertions, perseverance, application. ""A constant, indefatigable attendance."" South. Upborne with indefatigable wings. Milton. Syn. -- Unwearied; untiring; persevering; persistent.

""unremitting"": Not remitting; incessant; continued; persevering; as, unremitting exertions. Cowper. -- Un`re*mit""ting*ly, adv. -- Un`re*mit""ting*ness, n.

""unwearied"": Not wearied; not fatigued or tired; hence, persistent; not tiring or wearying; indefatigable. -- Un*wea""ried*ly, adv. -- Un*wea""ried*ness, n.

""persevering"": Characterized by perseverance; persistent. -- Per`se*ver""ing*ly, adv.",228,"[(228, 'The impression was of a plodding, indefatigable, and distant past that had crashed intact, through barriers of time, into its own future.'), (3185, 'Astonished, and not a little ashamed, I clung to the porter as he hammered his way into the carriage with his indefatigable and irresistible knees.')]",,16.735805555593895,103
clumsily,,2,"In a clumsy manner; awkwardly; as, to walk clumsily.",4291,"[(4291, 'I tried to stand near him and protect him with my legs, but I tripped and fell clumsily.'), (10165, 'She pulled the silk jacket open until she was quite naked, touching at her breasts clumsily.')]",,16.735805555593895,103
contorted,,2,"1. Twisted, or twisted together. ""A contorted chain of icicles."" Massinger. 2. (Bot.) (a) Twisted back upon itself, as some parts of plants. (b) Arranged so as to overlap each other; as, petals in contorted or convolute æstivation.

""convolute"": Rolled or wound together, one part upon another; -- said of the leaves of plants in æstivation.",3726,"[(3726, 'A desperate expression contorted his normally happy features.'), (9555, 'I turned to ask him a question, and found that he was crying, his face contorted with miserable sobbing.')]",,16.698065227611046,107
threadbare,,2,"1. Worn to the naked thread; having the nap worn off; threadbare clothes. ""A threadbare cope."" Chaucer. 2. Fig.: Worn out; as, a threadbare subject; stale topics and threadbare quotations. Swift.",4222,"[(4222, 'A thick dribble of coconut oil gathered before her fingers, and dripped from the end of the plait onto the threadbare carpet.'), (7335, 'As my gaze followed hers, I saw my little house for the shabby, threadbare hovel that it really was.')]",,16.698065227611046,107
drawl,,2,"To utter in a slow, lengthened tone.

To speak with slow and lingering utterance, from laziness, lack of spirit, affectation, etc. Theologians and moralists . . . talk mostly in a drawling and dreaming way about it. Landor.

A lengthened, slow monotonous utterance.

""affectation"": 1. An attempt to assume or exhibit what is not natural or real; false display; artificial show. ""An affectation of contempt."" Macaulay. Affectation is an awkward and forced imitation of what should be genuine and easy, wanting the beauty that accompanies what is natural what is natural. Locke. 2. A striving after. [Obs.] Bp. Pearson. 3. Fondness; affection. [Obs.] Hooker.

""utterance"": 1. The act of uttering. Specifically: -- (a) Sale by offering to the public. [Obs.] Bacon. (b) Putting in circulation; as, the utterance of false coin, or of forged notes. (c) Vocal expression; articulation; speech. At length gave utterance to these words. Milton. 2. Power or style of speaking; as, a good utterance. They . . . began to speak with other tongues, as the Spirit gave them utterance. Acts ii. 4. O, how unlike To that large utterance of the early gods! Keats.

The last extremity; the end; death; outrance. [Obs.] Annibal forced those captives whom he had taken of our men to skirmish one against another to the utterance. Holland.

""drawling"": The act of speaking with a drawl; a drawl. -- Drawl""ing*ly, adv. Bacon.",7664,"[(7664, '‘Nobody knows who he is, Lin,’ Kishore said, his American-accented English, learned from tourists, flowing in a liquid drawl.'), (27499, '‘Chuha and his buddies,’ Amir answered in his lazy drawl.')]",,16.698065227611046,107
overstayer,overstay,2,"To stay beyond the time or the limits of; as, to overstay the appointed time. Bp. Hall.",4401,"[(4401, 'Moreover, I was already an overstayer on my visa, and technically guilty of a criminal offence.'), (28236, 'He’s an overstayer.')]",overstay,16.688848572506124,4
hilarity,,2,"Boisterous mirth; merriment; jollity. Goldsmith. Note: Hilarity differs from joy: the latter, excited by good news or prosperity, is an affection of the mind; the former, produced by social pleasure, drinking, etc., which rouse the animal spirits, is more demonstrative. Syn. -- Glee; cheerfulness; mirth; merriment; gayety; joyousness; exhilaration; joviality; jollity.

""joviality"": The quality or state of being jovial. Sir T. Herbert.

""exhilaration"": 1. The act of enlivening the spirits; the act of making glad or cheerful; a gladdening. 2. The state of being enlivened or cheerful. Exhilaration hath some affinity with joy, though it be a much lighter motion. Bacon. Syn. -- Animation; joyousness; gladness; cheerfulness; gayety; hilarity; merriment; jollity.

""demonstrative"": 1. Having the nature of demonstration; tending to demonstrate; making evident; exhibiting clearly or conclusively. ""Demonstrative figures."" Dryden. An argument necessary and demonstrative. Hooker. 2. Expressing, or apt to express, much; displaying feeling or sentiment; as, her nature was demonstrative. 3. Consisting of eulogy or of invective. ""Demonstrative eloquence."" Blair. Demonstrative pronoun (Gram.), a pronoun distinctly designating that to which it refers.

A demonstrative pronoun; as, ""this"" and ""that"" are demonstratives.

""gayety"": 1. The state of being gay; merriment; mirth; acts or entertainments prompted by, or inspiring, merry delight; -- used often in the plural; as, the gayeties of the season. 2. Finery; show; as, the gayety of dress. Syn. -- Liveliness; mirth; animation; vivacity; glee; blithesomeness; sprightliness; jollity. See Liveliness.

""jollity"": Noisy mirth; gayety; merriment; festivity; boisterous enjoyment. Chaucer. All now was turned to jollity and game. Milton. He with a proud jollity commanded him to leave that quarrel only for him, who was only worthy to enter into it. Sir P. Sidney. Syn. -- Merriment; mirth; gayety; festivity; hilarity.

""cheerfulness"": Good spirits; a state of moderate joy or gayety; alacrity.",11046,"[(11046, 'We laughed again, and Prabaker slapped at his thigh, hooting with such hilarity that every head turned toward him.'), (12536, 'That might’ve gone on indefinitely, judging by the hilarity it provoked in the gallery of surrounding guards, but I refused to play.')]",,16.688848572506124,108
thumbnails,,2,,12817,"[(12817, 'You just squeeze the little fucks between your thumbnails, like this.’'), (12820, 'There were scores of the lice, and he squashed each one expertly between his thumbnails.')]",,16.688848572506124,16
goeth,,2,,21265,"[(21265, 'The saying, pride goeth … before a fall … is condensed from the second collection of the Book of Proverbs, 16:18—Pride goeth before destruction and a haughty spirit before a fall.'), (21265, 'The saying, pride goeth … before a fall … is condensed from the second collection of the Book of Proverbs, 16:18—Pride goeth before destruction and a haughty spirit before a fall.')]",,16.679716088942854,109
punctuated,punctuate,2,"To mark with points; to separate into sentences, clauses, etc., by points or stops which mark the proper pauses in expressing the meaning.",3606,"[(3606, 'The rhythm of those heavy blows was punctuated by sharp jabs at the animal’s flanks with the nail attached to the end of the stick.'), (15285, 'In exchange, the Bullet provided the kind of soaring, celestial, wind-weaving pleasure that birds must know, punctuated by not infrequent near-death experiences.')]",punctuate,16.661697583440173,111
reddening,redden,2,"To make red or somewhat red; to give a red color to.

To grow or become red; to blush. Appius reddens at each word you speak. Pope. He no sooner saw that her eye glistened and her cheek reddened than his obstinacy was at once subbued. Sir W. SCott.",1151,"[(1151, 'I felt myself reddening slightly, not from embarrassment, but from shame, that she’d said so easily the very words, I like you, that I wouldn’t let myself say to her.'), (18534, '‘He’s well,’ I replied, reddening a little with shame that I didn’t see the good and noble head man as often as I used to, when I’d lived in the slum.')]",redden,16.643998006340773,32
armrest,,2,,3198,"[(3198, 'His feet were wrapped around the aisle armrest.'), (3199, 'His hands clasped the armrest at the window end.')]",,16.635264326372017,114
subtractions,subtraction,2,"1. The act or operation of subtracting or taking away a part. 2. (Math.)  The taking of a lesser number or quantity from a greater of the same kind or denomination; an operation for finding the difference between two numbers or quantities. 3. (Law)  The withdrawing or withholding from a person of some right to which he is entitled by law. Note: Thus the subtraction of conjugal rights is when either the husband or wife withdraws from the other and lives separate without sufficient reason. The subtraction of a legacy is the withholding or detailing of it from the legatee by the executor. In like manner, the withholding of any service, rent, duty, or custom, is a subtraction, for which the law gives a remedy. Blackstone.

""legatee"": One to whom a legacy is bequeathed.",7192,"[(7192, 'With subtractions for the space taken up by animal pens, shops, storage areas, streets, lanes, and latrines, that allowed some two square metres for each man, woman, and child among us.'), (15495, 'While seemingly immune to decay, the saint’s body had suffered various amputations and subtractions over the centuries.')]",subtraction,16.6266062636289,10
piteously,piteous,2,"1. Pious; devout. [Obs.] The Lord can deliver piteous men from temptation. Wyclif. 2. Evincing pity, compassion, or sympathy; compassionate; tender. ""[She] piteous of his case."" Pope. She was so charitable and so pitous. Chaucer. 3. Fitted to excite pity or sympathy; wretched; miserable; lamentable; sad; as, a piteous case. Spenser. The most piteous tale of Lear. Shak. 4. Paltry; mean; pitiful. ""Piteous amends."" Milton. Syn. -- Sorrowful; mournful; affecting; doleful; woeful; rueful; sad; wretched; miserable; pitiable; pitiful; compassionate. -- Pit""e*ous*ly, adv. -- Pit""e*ous*ness, n.

""rueful"": 1. Causing one to rue or lament; woeful; mournful; sorrowful. 2. Expressing sorrow. ""Rueful faces."" Dryden. Two rueful figures, with long black cloaks. Sir W. Scott. -- Rue""ful*ly, adv. -- Rue""ful*ness, n.

""doleful"": Full of dole or grief; expressing or exciting sorrow; sorrowful; sad; dismal. With screwed face and doleful whine. South. Regions of sorrow, doleful shades. Milton. Syn. -- Piteous; rueful; sorrowful; woeful; melancholy; sad gloomy; dismal; dolorous; woe-begone. - Dole""ful*ly, adv. -- Dole""ful*ness, n.

""pitiable"": Deserving pity; wworthy of, or exciting, compassion; miserable; lamentable; piteous; as, pitiable persons; a pitiable condition; pitiable wretchedness. Syn. -- Sorrowful; woeful; sad. See Piteous. -- Pit""i*a*ble*ness, n. -- Pit""i*a*bly, adv.

""lamentable"": 1. Mourning; sorrowful; expressing grief; as, a lamentable countenance. ""Lamentable eye."" Spenser. 2. Fitted to awaken lament; to be lamented; sorrowful; pitiable; as, a lamentable misfortune, or error. ""Lamentable helplessness."" Burke. 3. Miserable; pitiful; paltry; -- in a contemptuous or Bp. Stillingfleet. -- Lam""en*ta*ble*ness, n. -- Lam""en*ta*bly, adv.",1984,"[(1984, 'His piteously thin mantis-legs were folded and tucked beneath him on the platform, which was a piece of wood no bigger than a folded newspaper.'), (11770, 'The procession of children that ran with us behind the biers carrying those little bodies, garlanded with flowers, wailed their grief so piteously that many strangers on the busy streets paused in prayer, and felt the sudden burn and sting of tears.')]",piteous,16.609511830269604,20
sinewed,,2,"1. Furnished with sinews; as, a strong-sinewed youth. 2. Fig.: Equipped; strengthened. When he sees Ourselves well sinewed to our defense. Shak.",20958,"[(20958, 'In the lengthening silence I looked at the lean, sinewed face and I controlled even the sound of my breathing, lest it disturb him.'), (23648, 'But it wasn’t Habib’s knife that we stared at, jutting out of the muddy, sinewed throat like a branch from a riverbed.')]",,16.609511830269604,1
undulating,,2,"Rising and falling like waves; resembling wave form or motion; undulatory; rolling; wavy; as, an undulating medium; undulating ground. -- Un""du*la`ting*ly. adv.

""undulatory"": Moving in the manner of undulations, or waves; resembling the motion of waves, which successively rise or swell rise or swell and fall; pertaining to a propagated alternating motion, similar to that of waves. Undulatory theory, or Wave theory (of light) (Opt.), that theory which regards its various phenomena as due to undulations in an ethereal medium, propagated from the radiant with immense, but measurable, velocities, and producing different impressions on the retina according to their amplitude and frequency, the sensation of brightness depending on the former, that of color on the latter. The undulations are supposed to take place, not in the direction of propagation, as in the air waves constituting sound, but transversely, and the various phenomena of refraction, polarization, interference, etc., are attributable to the different affections of these undulations in different circumstances of propagation. It is computed that the frequency of the undulations corresponding to the several colors of the spectrum ranges from 458 millions of millions per second for the extreme red ray, to 727 millions of millions for the extreme violet, and their lengths for the same colors, from the thirty-eight thousandth to the sixty thousandth part of an inch. The theory of ethereal undulations is applicable not only to the phenomena of light, but also to those of heat.",21299,"[(21299, 'What had seemed to be smooth walls of bare, mountainous rock proved on closer inspection to be formed in undulating waves of ravines and tiered crevices.'), (21469, 'The impact of those tender, viridescent carpets between the endlessly undulating crocodile’s back of naked stone mountains was far greater than it might’ve been in a more fertile and equable landscape.')]",,16.609511830269604,117
mesmerised,,2,,8439,"[(8439, 'I was mesmerised by it, bewildered, and strangely ashamed.'), (24042, 'So mesmerised were they by his savage hatred, and so obsessed were they with his capture, that they failed to detect the stealthy advance of Ahmed Shah Massoud’s forces.')]",,16.59270471195322,119
